,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_month_num,arrival_date,total_nights,total_guests,has_children,has_agent,has_company,adr_per_person,lead_time_band,stay_length_band,guest_mix
217,Resort Hotel,0,0,2015,July,28,8,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,0.0,0,Transient,61.0,0,0,Check-Out,2015-07-09,7,2015-07-08,1,1.0,0,1,0,61.0,0-7 days,0-1 nights,solo
218,Resort Hotel,1,1,2015,July,28,8,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,110.0,0,Transient,104.72,0,1,Canceled,2015-07-08,7,2015-07-08,1,2.0,0,0,1,52.36,0-7 days,0-1 nights,couple
219,Resort Hotel,1,1,2015,July,28,8,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,110.0,0,Transient,104.72,0,1,Canceled,2015-07-08,7,2015-07-08,1,2.0,0,0,1,52.36,0-7 days,0-1 nights,couple
220,Resort Hotel,0,1,2015,July,28,8,0,2,2,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0.0,110.0,0,Transient,104.72,1,1,Check-Out,2015-07-10,7,2015-07-08,2,2.0,0,0,1,52.36,0-7 days,2-3 nights,couple
221,Resort Hotel,1,102,2015,July,28,8,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,66.42,0,1,Canceled,2015-05-28,7,2015-07-08,5,2.0,0,1,0,33.21,91-180 days,4-7 nights,couple
222,Resort Hotel,0,113,2015,July,28,8,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,77.96,1,1,Check-Out,2015-07-14,7,2015-07-08,6,2.0,0,1,0,38.98,91-180 days,4-7 nights,couple
223,Resort Hotel,1,280,2015,July,28,8,2,5,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,112.0,0,1,Canceled,2015-04-15,7,2015-07-08,7,3.0,1,1,0,37.333333333333336,181+ days,4-7 nights,family
224,Resort Hotel,0,96,2015,July,28,8,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0.0,0,Transient,107.0,0,1,Check-Out,2015-07-15,7,2015-07-08,7,2.0,0,1,0,53.5,91-180 days,4-7 nights,couple
225,Resort Hotel,0,394,2015,July,28,8,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,89.68,0,0,Check-Out,2015-07-15,7,2015-07-08,7,2.0,0,1,0,44.84,181+ days,4-7 nights,couple
226,Resort Hotel,0,33,2015,July,28,8,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,155.0,0,0,Check-Out,2015-07-15,7,2015-07-08,7,2.0,0,1,0,77.5,31-90 days,4-7 nights,couple
227,Resort Hotel,0,82,2015,July,28,8,2,6,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,112.0,0,1,Check-Out,2015-07-16,7,2015-07-08,8,3.0,0,1,0,37.333333333333336,31-90 days,8-14 nights,group
228,Resort Hotel,0,100,2015,July,28,8,2,7,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient-Party,130.1,0,3,Check-Out,2015-07-17,7,2015-07-08,9,3.0,0,1,0,43.36666666666667,91-180 days,8-14 nights,group
229,Resort Hotel,0,100,2015,July,28,8,2,7,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient-Party,100.1,0,2,Check-Out,2015-07-17,7,2015-07-08,9,2.0,0,1,0,50.05,91-180 days,8-14 nights,couple
230,Resort Hotel,0,17,2015,July,28,9,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0.0,0,Transient,123.0,0,3,Check-Out,2015-07-10,7,2015-07-09,1,4.0,1,1,0,30.75,8-30 days,0-1 nights,family
231,Resort Hotel,0,68,2015,July,28,9,0,2,3,0.0,0,BB,ARG,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0.0,0,Transient,124.0,1,1,Check-Out,2015-07-11,7,2015-07-09,2,3.0,0,1,0,41.333333333333336,31-90 days,2-3 nights,group
232,Resort Hotel,0,12,2015,July,28,9,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,G,2,No Deposit,0.0,0.0,0,Transient,146.0,1,0,Check-Out,2015-07-11,7,2015-07-09,2,4.0,1,0,0,36.5,8-30 days,2-3 nights,family
233,Resort Hotel,1,77,2015,July,28,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,97.0,0,0,Canceled,2015-06-02,7,2015-07-09,3,2.0,0,1,0,48.5,31-90 days,2-3 nights,couple
234,Resort Hotel,1,24,2015,July,28,9,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0.0,0,Transient,123.0,0,1,Canceled,2015-06-16,7,2015-07-09,3,4.0,1,1,0,30.75,8-30 days,2-3 nights,family
235,Resort Hotel,1,44,2015,July,28,9,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-06-16,7,2015-07-09,3,4.0,1,1,0,38.25,31-90 days,2-3 nights,family
236,Resort Hotel,0,78,2015,July,28,9,0,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,82.0,0,2,Check-Out,2015-07-12,7,2015-07-09,3,3.0,1,1,0,27.333333333333332,31-90 days,2-3 nights,family
237,Resort Hotel,1,17,2015,July,28,9,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,105.08,0,0,Canceled,2015-06-23,7,2015-07-09,4,2.0,0,1,0,52.54,8-30 days,4-7 nights,couple
238,Resort Hotel,1,103,2015,July,28,9,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,65.42,0,0,Canceled,2015-06-27,7,2015-07-09,4,2.0,0,1,0,32.71,91-180 days,4-7 nights,couple
239,Resort Hotel,0,16,2015,July,28,9,1,3,1,0.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,98.0,0,1,Check-Out,2015-07-13,7,2015-07-09,4,1.0,0,1,0,98.0,8-30 days,4-7 nights,solo
240,Resort Hotel,0,14,2015,July,28,9,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,75.46,1,1,Check-Out,2015-07-14,7,2015-07-09,5,2.0,0,1,0,37.73,8-30 days,4-7 nights,couple
241,Resort Hotel,0,77,2015,July,28,9,2,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0.0,0,Transient,65.5,0,0,Check-Out,2015-07-14,7,2015-07-09,5,2.0,0,1,0,32.75,31-90 days,4-7 nights,couple
242,Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,0,Transient,90.95,0,0,Check-Out,2015-07-16,7,2015-07-09,7,2.0,0,1,0,45.475,31-90 days,4-7 nights,couple
243,Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,93.6,0,0,Check-Out,2015-07-16,7,2015-07-09,7,2.0,0,1,0,46.8,31-90 days,4-7 nights,couple
244,Resort Hotel,0,90,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,0.0,0,Contract,119.25,0,0,Check-Out,2015-07-16,7,2015-07-09,7,2.0,0,1,0,59.625,31-90 days,4-7 nights,couple
245,Resort Hotel,0,366,2015,July,28,9,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0.0,0,Contract,134.73,0,0,Check-Out,2015-07-16,7,2015-07-09,7,2.0,0,1,0,67.365,181+ days,4-7 nights,couple
246,Resort Hotel,0,249,2015,July,28,9,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,112.0,0,1,Check-Out,2015-07-16,7,2015-07-09,7,2.0,0,1,0,56.0,181+ days,4-7 nights,couple
247,Resort Hotel,1,69,2015,July,28,9,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,118.13,0,2,Canceled,2015-05-13,7,2015-07-09,8,2.0,0,1,0,59.065,31-90 days,8-14 nights,couple
248,Resort Hotel,0,10,2015,July,28,10,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,131.0,0,0,Check-Out,2015-07-11,7,2015-07-10,1,2.0,0,1,0,65.5,8-30 days,0-1 nights,couple
249,Resort Hotel,0,22,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,88.2,0,0,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,44.1,8-30 days,2-3 nights,couple
250,Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,36.9,91-180 days,2-3 nights,couple
251,Resort Hotel,0,23,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,98.0,0,0,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,49.0,8-30 days,2-3 nights,couple
252,Resort Hotel,0,11,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,110.5,0,1,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,55.25,8-30 days,2-3 nights,couple
253,Resort Hotel,0,3,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,131.0,0,1,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,65.5,0-7 days,2-3 nights,couple
254,Resort Hotel,0,13,2015,July,28,10,0,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,0.0,0,Transient,185.0,1,1,Check-Out,2015-07-12,7,2015-07-10,2,3.0,1,1,0,61.666666666666664,8-30 days,2-3 nights,family
255,Resort Hotel,0,108,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,87.3,0,2,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,43.65,91-180 days,2-3 nights,couple
256,Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,Check-Out,2015-07-12,7,2015-07-10,2,2.0,0,1,0,36.9,91-180 days,2-3 nights,couple
257,Resort Hotel,0,37,2015,July,28,10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105.0,0.0,0,Transient,120.0,0,1,Check-Out,2015-07-13,7,2015-07-10,3,2.0,0,1,0,60.0,31-90 days,2-3 nights,couple
258,Resort Hotel,0,21,2015,July,28,10,1,2,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0.0,0,Transient,98.0,0,1,Check-Out,2015-07-13,7,2015-07-10,3,2.0,0,1,0,49.0,8-30 days,2-3 nights,couple
259,Resort Hotel,0,106,2015,July,28,10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,96.3,0,2,Check-Out,2015-07-13,7,2015-07-10,3,2.0,0,1,0,48.15,91-180 days,2-3 nights,couple
260,Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14,7,2015-07-10,4,2.0,0,0,0,98.5,8-30 days,4-7 nights,couple
261,Resort Hotel,0,30,2015,July,28,10,2,2,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient-Party,197.0,0,1,Check-Out,2015-07-14,7,2015-07-10,4,2.0,0,0,0,98.5,8-30 days,4-7 nights,couple
262,Resort Hotel,1,51,2015,July,28,10,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Canceled,2015-06-29,7,2015-07-10,5,2.0,0,1,0,61.5,31-90 days,4-7 nights,couple
263,Resort Hotel,0,79,2015,July,28,10,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,82.0,0,2,Check-Out,2015-07-15,7,2015-07-10,5,2.0,0,1,0,41.0,31-90 days,4-7 nights,couple
264,Resort Hotel,0,21,2015,July,28,10,2,3,2,0.0,2,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,0.0,0,Transient,165.0,1,3,Check-Out,2015-07-15,7,2015-07-10,5,4.0,1,1,0,41.25,8-30 days,4-7 nights,family
265,Resort Hotel,0,35,2015,July,28,10,2,3,2,2.0,0,BB,EST,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,149.4,0,0,Check-Out,2015-07-15,7,2015-07-10,5,4.0,1,1,0,37.35,31-90 days,4-7 nights,family
266,Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,106.84,1,2,Check-Out,2015-07-17,7,2015-07-10,7,2.0,0,1,0,53.42,31-90 days,4-7 nights,couple
267,Resort Hotel,0,31,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,161.0,1,1,Check-Out,2015-07-17,7,2015-07-10,7,2.0,0,1,0,80.5,31-90 days,4-7 nights,couple
268,Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,134.43,0,2,Check-Out,2015-07-17,7,2015-07-10,7,2.0,0,1,0,67.215,31-90 days,4-7 nights,couple
269,Resort Hotel,0,78,2015,July,28,10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,144.43,1,2,Check-Out,2015-07-17,7,2015-07-10,7,2.0,0,1,0,72.215,31-90 days,4-7 nights,couple
270,Resort Hotel,0,44,2015,July,28,10,2,5,1,0.0,0,HB,RUS,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,244.0,0.0,0,Transient,152.0,0,0,Check-Out,2015-07-17,7,2015-07-10,7,1.0,0,1,0,152.0,31-90 days,4-7 nights,solo
271,Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,125.54,0,3,Check-Out,2015-07-17,7,2015-07-10,7,3.0,1,1,0,41.84666666666667,31-90 days,4-7 nights,family
272,Resort Hotel,0,87,2015,July,28,10,2,5,2,1.0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5.0,0.0,0,Transient,133.83,0,2,Check-Out,2015-07-17,7,2015-07-10,7,4.0,1,1,0,33.4575,31-90 days,4-7 nights,family
273,Resort Hotel,0,11,2015,July,28,10,2,6,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0.0,0,Transient,159.75,1,0,Check-Out,2015-07-18,7,2015-07-10,8,4.0,1,1,0,39.9375,8-30 days,8-14 nights,family
274,Resort Hotel,0,115,2015,July,28,10,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,2,Check-Out,2015-07-19,7,2015-07-10,9,2.0,0,1,0,60.3,91-180 days,8-14 nights,couple
275,Resort Hotel,0,86,2015,July,28,10,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,112.2,0,0,Check-Out,2015-07-20,7,2015-07-10,10,2.0,0,1,0,56.1,31-90 days,8-14 nights,couple
276,Resort Hotel,0,41,2015,July,28,10,4,7,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,110.6,0,0,Check-Out,2015-07-21,7,2015-07-10,11,3.0,1,1,0,36.86666666666667,31-90 days,8-14 nights,family
277,Resort Hotel,0,32,2015,July,28,10,4,9,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0.0,0,Transient,105.9,0,0,Check-Out,2015-07-23,7,2015-07-10,13,2.0,0,1,0,52.95,31-90 days,8-14 nights,couple
278,Resort Hotel,0,34,2015,July,28,10,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,95.27,0,3,Check-Out,2015-07-17,7,2015-07-10,7,3.0,1,1,0,31.756666666666664,31-90 days,4-7 nights,family
279,Resort Hotel,0,34,2015,July,28,10,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,108.83,0,1,Check-Out,2015-07-17,7,2015-07-10,7,2.0,0,1,0,54.415,31-90 days,4-7 nights,couple
280,Resort Hotel,1,100,2015,July,28,11,2,3,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,0.0,0,Transient,153.96,0,0,Canceled,2015-05-29,7,2015-07-11,5,3.0,1,1,0,51.32,91-180 days,4-7 nights,family
281,Resort Hotel,0,44,2015,July,28,11,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,120.6,0,0,Check-Out,2015-07-16,7,2015-07-11,5,2.0,0,1,0,60.3,31-90 days,4-7 nights,couple
282,Resort Hotel,0,304,2015,July,28,11,2,4,2,0.0,1,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,90.67,0,1,Check-Out,2015-07-17,7,2015-07-11,6,3.0,1,1,0,30.223333333333333,181+ days,4-7 nights,family
283,Resort Hotel,1,36,2015,July,28,11,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,126.67,0,0,Canceled,2015-06-08,7,2015-07-11,6,2.0,0,1,0,63.335,31-90 days,4-7 nights,couple
284,Resort Hotel,0,117,2015,July,28,11,2,4,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,0.0,0,Transient,144.4,0,1,Check-Out,2015-07-17,7,2015-07-11,6,3.0,0,1,0,48.13333333333333,91-180 days,4-7 nights,group
285,Resort Hotel,0,70,2015,July,28,11,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,99.5,1,2,Check-Out,2015-07-17,7,2015-07-11,6,2.0,0,1,0,49.75,31-90 days,4-7 nights,couple
286,Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0.0,0,Transient,139.4,0,1,Check-Out,2015-07-18,7,2015-07-11,7,2.0,0,1,0,69.7,91-180 days,4-7 nights,couple
287,Resort Hotel,1,109,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,Canceled,2015-04-22,7,2015-07-11,7,2.0,0,1,0,36.9,91-180 days,4-7 nights,couple
288,Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0.0,0,Transient,89.97,0,1,Check-Out,2015-07-15,7,2015-07-11,4,2.0,0,1,0,44.985,31-90 days,4-7 nights,couple
289,Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-15,7,2015-07-11,4,2.0,0,1,0,61.5,31-90 days,4-7 nights,couple
290,Resort Hotel,0,33,2015,July,28,11,2,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-15,7,2015-07-11,4,2.0,0,1,0,61.5,31-90 days,4-7 nights,couple
291,Resort Hotel,0,0,2015,July,28,11,0,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-12,7,2015-07-11,1,1.0,0,0,0,123.0,0-7 days,0-1 nights,solo
292,Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,144.9,0,1,Check-Out,2015-07-12,7,2015-07-11,1,2.0,0,1,0,72.45,0-7 days,0-1 nights,couple
293,Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,153.0,0,0,Check-Out,2015-07-12,7,2015-07-11,1,2.0,0,0,0,76.5,0-7 days,0-1 nights,couple
294,Resort Hotel,0,0,2015,July,28,11,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,131.0,0,1,Check-Out,2015-07-12,7,2015-07-11,1,2.0,0,1,0,65.5,0-7 days,0-1 nights,couple
295,Resort Hotel,0,84,2015,July,28,11,1,1,2,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,113.0,0,Transient,100.0,1,0,Check-Out,2015-07-13,7,2015-07-11,2,2.0,0,0,1,50.0,31-90 days,2-3 nights,couple
296,Resort Hotel,0,71,2015,July,28,11,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,0.0,0,Transient,65.5,0,0,Check-Out,2015-07-13,7,2015-07-11,2,2.0,0,1,0,32.75,31-90 days,2-3 nights,couple
297,Resort Hotel,0,16,2015,July,28,11,1,1,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0.0,0,Transient,123.0,0,1,Check-Out,2015-07-13,7,2015-07-11,2,2.0,0,1,0,61.5,8-30 days,2-3 nights,couple
298,Resort Hotel,0,54,2015,July,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-14,7,2015-07-11,3,2.0,0,1,0,61.5,31-90 days,2-3 nights,couple
299,Resort Hotel,0,8,2015,July,28,11,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,131.0,0,0,Check-Out,2015-07-14,7,2015-07-11,3,2.0,0,1,0,65.5,8-30 days,2-3 nights,couple
300,Resort Hotel,0,36,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,104.68,1,0,Check-Out,2015-07-18,7,2015-07-11,7,2.0,0,1,0,52.34,31-90 days,4-7 nights,couple
301,Resort Hotel,0,40,2015,July,28,11,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,166.0,0,0,Check-Out,2015-07-18,7,2015-07-11,7,2.0,0,1,0,83.0,31-90 days,4-7 nights,couple
302,Resort Hotel,1,59,2015,July,28,11,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,111.25,0,2,Canceled,2015-05-19,7,2015-07-11,8,2.0,0,1,0,55.625,31-90 days,8-14 nights,couple
303,Resort Hotel,0,79,2015,July,28,11,2,6,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,0.0,0,Transient,213.75,0,0,Check-Out,2015-07-19,7,2015-07-11,8,4.0,1,1,0,53.4375,31-90 days,8-14 nights,family
304,Resort Hotel,0,32,2015,July,28,11,4,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,178.0,1,0,Check-Out,2015-07-21,7,2015-07-11,10,2.0,0,1,0,89.0,31-90 days,8-14 nights,couple
305,Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,113.9,0,1,Check-Out,2015-07-18,7,2015-07-11,7,2.0,0,1,0,56.95,91-180 days,4-7 nights,couple
306,Resort Hotel,0,33,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,129.29,1,0,Check-Out,2015-07-18,7,2015-07-11,7,2.0,0,1,0,64.645,31-90 days,4-7 nights,couple
307,Resort Hotel,0,53,2015,July,29,12,1,0,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,153.0,1,0,Check-Out,2015-07-13,7,2015-07-12,1,4.0,1,1,0,38.25,31-90 days,0-1 nights,family
308,Resort Hotel,0,2,2015,July,29,12,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,98.0,1,2,Check-Out,2015-07-13,7,2015-07-12,1,2.0,0,1,0,49.0,0-7 days,0-1 nights,couple
309,Resort Hotel,0,8,2015,July,29,12,2,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,169.0,1,2,Check-Out,2015-07-18,7,2015-07-12,6,3.0,1,1,0,56.333333333333336,8-30 days,4-7 nights,family
